p,d_a,mu,q,u,demand_supply_ratio,demand_served
1.0,0.67,0.010296250329705816,1.0,1.019328782640876,65.07223295328943,0.010296250329705816
1.0,0.68,0.01029625135575269,1.0,1.0193288842195163,66.0434537294073,0.01029625135575269
1.0,0.69,0.010296252375882263,1.0,1.0193289852123442,67.01467435046972,0.010296252375882263
1.0,0.7,0.01029625338945685,1.0,1.0193290855562283,67.98589482236183,0.01029625338945685
1.0,0.71,0.010296254395840107,1.0,1.0193291851881705,68.95711515120044,0.010296254395840107
1.0,0.72,0.010296255394399562,1.0,1.0193292840455566,69.9283353433161,0.010296255394399562
1.0,0.73,0.010296256384509199,1.0,1.0193293820664107,70.89955540523358,0.010296256384509199
1.0,0.74,0.010296257365551996,1.0,1.0193294791896477,71.87077534365106,0.010296257365551996
1.0,0.75,0.010296258336922463,1.0,1.0193295753553238,72.84199516541791,0.010296258336922463
1.0,0.76,0.010296259298029086,1.0,1.0193296705048795,73.81321487751183,0.010296259298029086
1.0,0.77,0.010296260248296742,1.0,1.0193297645813775,74.78443448701456,0.010296260248296742
1.0,0.78,0.010296261187168969,1.0,1.0193298575297278,75.75565400108762,0.010296261187168969
1.0,0.79,0.010296262114110149,1.0,1.0193299492969048,76.7268734269471,0.010296262114110149
1.0,0.8,0.01029626302860754,1.0,1.0193300398321465,77.69809277183856,0.01029626302860754
1.0,0.81,0.010296263930173152,1.0,1.0193301290871422,78.66931204301193,0.010296263930173152
1.0,0.82,0.010296264818345472,1.0,1.0193302170162017,79.64053124769643,0.010296264818345472
1.0,0.83,0.010296265692690989,1.0,1.0193303035764079,80.61175039307622,0.010296265692690989
1.0,0.84,0.010296266552805532,1.0,1.0193303887277476,81.58296948626649,0.010296266552805532
1.0,0.85,0.010296267398315427,1.0,1.0193304724332273,82.55418853429045,0.010296267398315427
1.0,0.86,0.010296268228878427,1.0,1.0193305546589644,83.52540754405733,0.010296268228878427
1.0,0.87,0.01029626904418446,1.0,1.0193306353742615,84.49662652234146,0.01029626904418446
1.0,0.88,0.01029626984395615,1.0,1.0193307145516588,85.46784547576274,0.01029626984395615
1.0,0.89,0.010296270627949158,1.0,1.0193307921669665,86.4390644107684,0.010296270627949158
1.0,0.9,0.010296271395952294,1.0,1.0193308681992772,87.41028333361639,0.010296271395952294
1.0,0.91,0.010296272147787475,1.0,1.01933094263096,88.38150225036023,0.010296272147787475
1.0,0.92,0.010296272883309456,1.0,1.019331015447636,89.35272116683558,0.010296272883309456
1.0,0.93,0.010296273602405417,1.0,1.0193310866381362,90.32394008864851,0.010296273602405417
1.0,0.94,0.01029627430499438,1.0,1.0193311561944436,91.29515902116528,0.01029627430499438
1.0,0.95,0.010296274991026462,1.0,1.0193312241116197,92.2663779695041,0.010296274991026462
1.0,0.96,0.010296275660482006,1.0,1.0193312903877187,93.23759693852824,0.010296275660482006
1.0,0.97,0.010296276313370578,1.0,1.019331355023687,94.20881593284105,0.010296276313370578
1.0,0.98,0.010296276949729852,1.0,1.0193314180232553,95.18003495678238,0.010296276949729852
1.0,0.99,0.010296277569624408,1.0,1.0193314793928163,96.15125401442666,0.010296277569624408
2.0,0.01,0.013935408840878337,0.6962376896125939,0.9508309718076448,0.717596456206283,0.009702356855180049
2.0,0.02,0.018049982678873804,0.9150734214259305,1.6186718218503118,1.1080343042882004,0.016517059406635833
2.0,0.03,0.020252256907797268,0.9783031441633578,1.9416589677116107,1.4813163854567626,0.01981284660930215
2.0,0.04,0.020749761842679293,0.99510974815978,2.0235324476011125,1.9277329688539229,0.020648290281644003
2.0,0.05,0.020852361438219797,0.9987196530650427,2.0409149917542435,2.3978099625856375,0.02082566318116575
2.0,0.06,0.020877149083020737,0.9995972716872821,2.0451366438716247,2.8739556230308114,0.020868741263996172
2.0,0.07,0.02088436943351794,0.9998523572122007,2.046366028685348,3.3517890124877288,0.020881286006993346
2.0,0.08,0.020886837861095995,0.9999388941850486,2.0467850322769796,3.830163308205149,0.020885561553846733
2.0,0.09,0.02088780312672094,0.9999721472784853,2.0469476917666247,4.308734597601917,0.020887221344557397
2.0,0.1,0.02088822851625602,0.999986273685244,2.0470182961899575,4.787385388960877,0.020887941797856708
2.0,0.11,0.020888439059207668,0.9999927866797107,2.047052261652226,5.2660708484826575,0.02088828838420639
2.0,0.12,0.020888556587786437,0.9999960002466045,2.0470703577937073,5.744772239081572,0.0208884730387113
2.0,0.13,0.02088863104479344,0.9999976789033093,2.0470810909055825,6.223481075482106,0.02088858256026105
2.0,0.14,0.020888684412787385,0.9999985994247003,2.0470882053479715,6.7021932656657155,0.02088865515661195
2.0,0.15,0.02088872700075118,0.9999991257855706,2.047093456473413,7.180906715598602,0.020888708739524624
2.0,0.16,0.020888763910036637,0.9999994379284869,2.0470977125676346,7.659620295824358,0.0208887521690575
2.0,0.17,0.02088879778593853,0.9999996290519919,2.047101423653499,8.138333366146947,0.0208887900372806
2.0,0.18,0.02088883005789901,0.9999997494355466,2.047104832742271,8.617045545446135,0.020888824823900722
2.0,0.19,0.02088886152727561,0.999999827198777,2.04710807593017,9.095756595059415,0.020888857917654793
2.0,0.2,0.02088889284883604,0.99999987857992,2.04711125062549,9.574466270056257,0.020888890312504998
2.0,0.21,0.020888924288629283,1.0,2.04711458028567,10.053174452564404,0.020888924288629283
2.0,0.22,0.02088895670482788,1.0,2.0471177570731323,10.531880701785042,0.02088895670482788
2.0,0.23,0.020888987629325416,1.0,2.0471207876738906,11.010586251538106,0.020888987629325416
2.0,0.24,0.020889018978676215,1.0,2.0471238599102692,11.489290150245694,0.020889018978676215
2.0,0.25,0.020889050755976662,1.0,2.047126974085713,11.967992366932775,0.020889050755976662
2.0,0.26,0.02088908296417448,1.0,2.047130130489099,12.44669287042946,0.02088908296417448
2.0,0.27,0.020889115606045595,1.0,2.0471333293924685,12.925391629402364,0.020889115606045595
2.0,0.28,0.020889148684168635,1.0,2.0471365710485263,13.404088612390655,0.020889148684168635
2.0,0.29,0.02088918220089693,1.0,2.0471398556878992,13.882783787847286,0.02088918220089693
2.0,0.3,0.020889216158327978,1.0,2.047143183516142,14.361477124185818,0.020889216158327978
2.0,0.31,0.02088925055827036,1.0,2.047146554710495,14.840168589833228,0.02088925055827036
2.0,0.32,0.02088928540220805,1.0,2.0471499694163886,15.318858153289208,0.02088928540220805
2.0,0.33,0.02088932069126216,1.0,2.047153427743692,15.797545783192291,0.02088932069126216
2.0,0.34,0.020889356426150172,1.0,2.047156929762717,16.2762314483932,0.020889356426150172
2.0,0.35,0.02088939260714273,1.0,2.0471604754999877,16.75491511803575,0.02088939260714273
2.0,0.36,0.02088942923401815,1.0,2.047164064933779,17.233596761645593,0.02088942923401815
2.0,0.37,0.020889466306014737,1.0,2.047167697989444,17.712276349227043,0.020889466306014737
2.0,0.38,0.020889503821781213,1.0,2.047171374534559,18.19095385136812,0.020889503821781213
2.0,0.39,0.0208895417793255,1.0,2.047175094373899,18.66962923935389,0.0208895417793255
2.0,0.4,0.020889580175961996,1.0,2.0471788572442757,19.14830248528819,0.020889580175961996
2.0,0.41,0.020889619008257993,1.0,2.0471826628092833,19.626973562223444,0.020889619008257993
2.0,0.42,0.020889658271979333,1.0,2.0471865106539746,20.10564244429855,0.020889658271979333
2.0,0.43,0.02088969796203602,1.0,2.04719040027953,20.58430910688428,0.02088969796203602
2.0,0.44,0.020889738072428,1.0,2.047194331097944,21.062973526736,0.020889738072428
2.0,0.45,0.02088977859619194,1.0,2.04719830242681,21.541635682152794,0.02088977859619194
2.0,0.46,0.02088981952534942,1.0,2.0472023134842434,22.020295553142443,0.02088981952534942
2.0,0.47,0.020889860850857103,1.0,2.0472063633839963,22.49895312159133,0.020889860850857103
2.0,0.48,0.02088990256255975,1.0,2.0472104511308555,22.97760837143814,0.02088990256255975
2.0,0.49,0.02088994464914656,1.0,2.047214575616363,23.456261288850207,0.02088994464914656
2.0,0.5,0.020889987098111643,1.0,2.047218735614941,23.934911862401183,0.020889987098111643
2.0,0.51,0.02089002989571928,1.0,2.0472229297804896,24.4135600832485,0.02089002989571928
2.0,0.52,0.02089007302697473,1.0,2.0472271566435234,24.892205945309023,0.02089007302697473
2.0,0.53,0.020890116475601204,1.0,2.047231414608918,25.3708494454312,0.020890116475601204
2.0,0.54,0.020890160224023766,1.0,2.047235701954329,25.84949058356182,0.020890160224023766
2.0,0.55,0.020890204253360748,1.0,2.0472400168293534,26.32812936290548,0.020890204253360748
2.0,0.56,0.020890248543423303,1.0,2.0472443572554835,26.806765790074817,0.020890248543423303
2.0,0.57,0.0208902930727236,1.0,2.0472487211269126,27.28539987522949,0.0208902930727236
2.0,0.58,0.020890337818492127,1.0,2.0472531062122283,27.764031632201945,0.020890337818492127
2.0,0.59,0.02089038275670452,1.0,2.047257510157043,28.24266107860788,0.02089038275670452
2.0,0.6,0.02089042786211816,1.0,2.0472619304875797,28.72128823593964,0.02089042786211816
2.0,0.61,0.020890473108318677,1.0,2.0472663646152305,29.199913129640677,0.020890473108318677
2.0,0.62,0.020890518467776543,1.0,2.047270809842101,29.678535789159326,0.020890518467776543
2.0,0.63,0.020890563911913573,1.0,2.0472752633675304,30.15715624798048,0.020890563911913573
2.0,0.64,0.02089060941117913,1.0,2.0472797222955545,30.635774543633882,0.02089060941117913
2.0,0.65,0.020890654935135863,1.0,2.0472841836433147,31.114390717677743,0.020890654935135863
2.0,0.66,0.02089070045255435,1.0,2.0472886443503264,31.593004815657125,0.02089070045255435
2.0,0.67,0.020890745931516155,1.0,2.047293101288583,32.07161688703638,0.020890745931516155
2.0,0.68,0.020890791339524564,1.0,2.0472975512734073,32.55022698510547,0.020890791339524564
2.0,0.69,0.020890836643622165,1.0,2.0473019910749723,33.02883516686022,0.020890836643622165
2.0,0.7,0.0208908818105144,1.0,2.047306417430411,33.50744149285691,0.0208908818105144
2.0,0.71,0.02089092680669789,1.0,2.047310827056393,33.98604602704199,0.02089092680669789
2.0,0.72,0.02089097159859263,1.0,2.047315216662078,34.46464883655791,0.02089097159859263
2.0,0.73,0.02089101615267676,1.0,2.0473195829623223,34.9432499915264,0.02089101615267676
2.0,0.74,0.020891060435622617,1.0,2.0473239226910165,35.42184956481103,0.020891060435622617
2.0,0.75,0.020891104414432995,1.0,2.0473282326144338,35.90044763176087,0.020891104414432995
2.0,0.76,0.020891148056576193,1.0,2.047332509544467,36.3790442699373,0.020891148056576193
2.0,0.77,0.020891191330118655,1.0,2.047336750351628,36.85763955882676,0.020891191330118655
2.0,0.78,0.020891234203853977,1.0,2.0473409519776897,37.336233579541556,0.020891234203853977
2.0,0.79,0.02089127664742716,1.0,2.0473451114478616,37.8148264145117,0.02089127664742716
2.0,0.8,0.020891318631452903,1.0,2.0473492258823844,38.29341814717051,0.020891318631452903
2.0,0.81,0.02089136012762699,1.0,2.047353292507445,38.772008861636834,0.02089136012762699
2.0,0.82,0.020891401108829845,1.0,2.0473573086653247,39.25059864239662,0.020891401108829845
2.0,0.83,0.020891441549221478,1.0,2.047361271823705,39.72918757398673,0.020891441549221478
2.0,0.84,0.020891481424327032,1.0,2.047365179584049,40.20777574068367,0.020891481424327032
2.0,0.85,0.020891520711112492,1.0,2.0473690296890243,40.68636322619986,0.020891520711112492
2.0,0.86,0.020891559388050075,1.0,2.047372820028907,41.16495011338972,0.020891559388050075
2.0,0.87,0.020891597435172986,1.0,2.0473765486469526,41.64353648396807,0.020891597435172986
2.0,0.88,0.020891634834119422,1.0,2.047380213743703,42.12212241824261,0.020891634834119422
2.0,0.89,0.02089167156816583,1.0,2.0473838136802516,42.600707994862326,0.02089167156816583
2.0,0.9,0.020891707622249404,1.0,2.047387346980442,43.07929329058346,0.020891707622249404
2.0,0.91,0.02089174298298013,1.0,2.047390812332053,43.55787838005424,0.02089174298298013
2.0,0.92,0.02089177763864269,1.0,2.047394208586984,44.0364633356193,0.02089177763864269
2.0,0.93,0.020891811579188603,1.0,2.047397534760483,44.51504822714467,0.020891811579188603
2.0,0.94,0.020891844796219132,1.0,2.047400790029475,44.99363312186365,0.020891844796219132
2.0,0.95,0.020891877282959593,1.0,2.0474039737300402,45.47221808424392,0.020891877282959593
2.0,0.96,0.020891909034225546,1.0,2.0474070853541035,45.95080317587582,0.020891909034225546
2.0,0.97,0.020891940046381764,1.0,2.047410124545413,46.4293884553815,0.020891940046381764
2.0,0.98,0.02089197031729457,1.0,2.047413091094868,46.90797397834453,0.02089197031729457
2.0,0.99,0.020891999846278212,1.0,2.047415984935265,47.38655979725956,0.020891999846278212
3.0,0.01,0.017360619031752227,0.5708148937268162,0.9612408910412147,0.5760163264748912,0.009909699907641388
3.0,0.02,0.024238143051201692,0.77728283112011,1.8274695678374306,0.8251457200228228,0.018839892451932273
3.0,0.03,0.030466226712860128,0.8681500768041085,2.5655779348879872,0.9846969328609595,0.026449257060700903
3.0,0.04,0.0328036656827955,0.9435712057136088,3.002401654873724,1.2193759193497313,0.030952594380141484
3.0,0.05,0.035324760724011015,0.9725078436783261,3.3322998673755957,1.4154377545723589,0.03435360688016078
3.0,0.06,0.03633261130444527,0.9880066676416348,3.4819956354975043,1.6514089641737102,0.03589686222162376
3.0,0.07,0.036750826919501885,0.9947473253730107,3.546105317991831,1.9047190462768715,0.03655778678342094
3.0,0.08,0.03692060953690151,0.9975938297122132,3.572681909533004,2.1668114639342937,0.03683177226322684
3.0,0.09,0.03699329791680776,0.9988315609557474,3.5841571298051718,2.4328731167033593,0.0369500735031461
3.0,0.1,0.03702647236342653,0.9993989676737931,3.5894091708912383,2.700770384455435,0.0370042182566107
3.0,0.11,0.03704260171211167,0.9996742307718353,3.591961834117242,2.9695538357402618,0.0370305343723427
3.0,0.12,0.03705092451313395,0.9998150770568168,3.5932750758711562,3.23878557895261,0.03704407294712533
3.0,0.13,0.037055467082444116,0.9998906894699082,3.5939874033803703,3.508254253299927,0.037051416529694535
3.0,0.14,0.037058085343457496,0.9999330486615847,3.5943936127393306,3.777853029978966,0.037055604255044644
3.0,0.15,0.03705967987394312,0.99995769062442,3.5946368544967604,4.047525518574862,0.03705811190202846
3.0,0.16,0.037060708345612904,0.9999725128030432,3.594789896110455,4.317240742079345,0.03705968965062325
3.0,0.17,0.037061413166737334,0.9999816972760871,3.5948912796666592,4.586981053182701,0.03706073484192432
3.0,0.18,0.03706192757148555,0.9999875415129741,3.5949621860863488,4.856736057583987,0.03706146583594174
3.0,0.19,0.03706232729193546,0.9999913500143223,3.5950146502235145,5.126499437107471,0.037062006703335204
3.0,0.2,0.037062656582837465,0.9999938858359309,3.5950557076404053,5.396267252267438,0.03706242997567428
3.0,0.21,0.037062942147574225,0.9999956074839292,3.5950895967565057,5.666036958529601,0.03706277934800521
3.0,0.22,0.03706320042617559,0.999996797269916,3.595118927106612,5.935806877719786,0.037063081722748574
3.0,0.23,0.03706344178837195,0.9999976329236808,3.5951453434685288,6.2055758694315,0.037063354056376584
3.0,0.24,0.037063672913131826,0.9999982286304101,3.5951699041878675,6.475343136188937,0.037063607259668736
3.0,0.25,0.03706389818656901,0.9999986591290229,3.5951933034003716,6.745108103350917,0.03706384848866363
3.0,0.26,0.037064120541789425,0.9999989741847348,3.595216004522332,7.014870343594221,0.037064082520848786
3.0,0.27,0.03706434197396396,0.9999992074622147,3.5952383221100286,7.284629528555045,0.03706431259907246
3.0,0.28,0.03706455660272844,0.9999993820713448,3.595259768849252,7.554386876960193,0.03706453369947682
3.0,0.29,0.03706477987018891,0.9999995140905659,3.595281900426082,7.824139277655499,0.0370647618600627
3.0,0.3,0.0370650052498019,0.9999996148527166,3.595304124508634,8.093887967319347,0.03706499097431582
3.0,0.31,0.03706523323860314,0.9999996924381328,3.5953265183588274,8.363632787750475,0.0370652218387508
3.0,0.32,0.03706546419933538,0.9999997526725876,3.595349138106913,8.633373597564114,0.03706545503203003
3.0,0.33,0.03706569839931786,0.999999799800018,3.595372024940273,8.903110267742134,0.037065690978765706
3.0,0.34,0.03706593603690063,0.9999998369421966,3.5953952093220205,9.172842678558457,0.03706592999301052
3.0,0.35,0.03706617725964129,0.9999998664165223,3.595418713896606,9.442570717458095,0.03706617230821243
3.0,0.36,0.037066422390911874,0.9999998899581466,3.5954425762692432,9.712294221528824,0.03706641831205405
3.0,0.37,0.03706667133290617,0.9999999088768771,3.595466791661706,9.982013131875972,0.03706666795527532
3.0,0.38,0.037066927900219544,1.0,3.5954920063212956,10.251726310389735,0.037066927900219544
3.0,0.39,0.037067183556743384,1.0,3.595516805004108,10.521436013690604,0.037067183556743384
3.0,0.4,0.037067443237398336,1.0,3.5955419940276387,10.791140825068542,0.037067443237398336
3.0,0.41,0.03706770692292729,1.0,3.5955675715239472,11.060840662533804,0.03706770692292729
3.0,0.42,0.03706797458737499,1.0,3.5955935349753743,11.330535446710059,0.03706797458737499
3.0,0.43,0.03706824619764141,1.0,3.5956198811712166,11.600225101217768,0.03706824619764141
3.0,0.44,0.037068521713035894,1.0,3.5956466061644816,11.869909553076813,0.037068521713035894
3.0,0.45,0.03706880108483731,1.0,3.595673705229219,12.139588733126544,0.03706880108483731
3.0,0.46,0.0370690842558642,1.0,3.5957011728188273,12.409262576461668,0.0370690842558642
3.0,0.47,0.037069371160060795,1.0,3.5957290025258972,12.678931022881402,0.037069371160060795
3.0,0.48,0.037069661722104026,1.0,3.5957571870440908,12.94859401734934,0.037069661722104026
3.0,0.49,0.03706995585703724,1.0,3.5957857181326123,13.218251510460862,0.03706995585703724
3.0,0.5,0.03707025346993671,1.0,3.595814586583861,13.487903458914591,0.03707025346993671
3.0,0.51,0.03707055445561694,1.0,3.595843782194843,13.757549825983913,0.03707055445561694
3.0,0.52,0.03707085869838053,1.0,3.5958732937429114,14.027190581984458,0.03707085869838053
3.0,0.53,0.037071166071819046,1.0,3.5959031089664477,14.296825704732774,0.037071166071819046
3.0,0.54,0.03707147643867025,1.0,3.5959332145510143,14.56645517999147,0.03707147643867025
3.0,0.55,0.0370717896507375,1.0,3.5959635961215373,14.836079001895676,0.0370717896507375
3.0,0.56,0.03707210554887623,1.0,3.595994238240994,15.105697173355598,0.03707210554887623
3.0,0.57,0.03707242396305234,1.0,3.596025124416077,15.375309706429816,0.03707242396305234
3.0,0.58,0.037072744712476347,1.0,3.5960562371102056,15.644916622663995,0.037072744712476347
3.0,0.59,0.037073067605816565,1.0,3.5960875577642066,15.914517953389758,0.037073067605816565
3.0,0.6,0.037073392441493866,1.0,3.596119066824905,16.18411373997861,0.037073392441493866
3.0,0.61,0.037073719008059454,1.0,3.596150743781767,16.453704034046115,0.037073719008059454
3.0,0.62,0.03707404708465628,1.0,3.596182567211659,16.723288897601833,0.03707404708465628
3.0,0.63,0.03707437644156341,1.0,3.596214514831651,16.992868403141056,0.03707437644156341
3.0,0.64,0.037074706840821876,1.0,3.596246563559722,17.262442633674844,0.037074706840821876
3.0,0.65,0.0370750380369392,1.0,3.5962786895831025,17.532011682695554,0.0370750380369392
3.0,0.66,0.03707536977766866,1.0,3.5963108684338603,17.801575654075688,0.03707536977766866
3.0,0.67,0.037075701804858315,1.0,3.5963430750712564,18.071134661898828,0.037075701804858315
3.0,0.68,0.03707603385536366,1.0,3.5963752839702754,18.34068883022197,0.03707603385536366
3.0,0.69,0.037076365662017066,1.0,3.5964074692156554,18.610238292769655,0.037076365662017066
3.0,0.7,0.03707669695464563,1.0,3.596439604600626,18.8797831925611,0.03707669695464563
3.0,0.71,0.03707702746112903,1.0,3.596471663729516,19.14932368147238,0.03707702746112903
3.0,0.72,0.03707735690848771,1.0,3.5965036201233076,19.418859919736576,0.03707735690848771
3.0,0.73,0.037077685023991544,1.0,3.5965354473271796,19.688392075385643,0.037077685023991544
3.0,0.74,0.03707801153627854,1.0,3.596567119019019,19.9579203236386,0.03707801153627854
3.0,0.75,0.037078336176473145,1.0,3.596598609117895,20.22744484624119,0.037078336176473145
3.0,0.76,0.03707865867929351,1.0,3.5966298918914705,20.496965830762917,0.03707865867929351
3.0,0.77,0.037078978784137344,1.0,3.5966609420613223,20.766483469857903,0.037078978784137344
3.0,0.78,0.0370792962361363,1.0,3.5966917349052214,21.035997960496264,0.0370792962361363
3.0,0.79,0.03707961078716905,1.0,3.596722246355398,21.305509503173372,0.03707961078716905
3.0,0.8,0.03707992219682445,1.0,3.5967524530919714,21.575018301104006,0.03707992219682445
3.0,0.81,0.03708023023330601,1.0,3.596782332630683,21.844524559409184,0.03708023023330601
3.0,0.82,0.037080534674270825,1.0,3.59681186340427,22.114028484302725,0.037080534674270825
3.0,0.83,0.03708083530759608,1.0,3.5968410248368197,22.383530282285008,0.03708083530759608
3.0,0.84,0.03708113193206809,1.0,3.596869797410605,22.653030159350678,0.03708113193206809
3.0,0.85,0.03708142435798942,1.0,3.5968981627249734,22.922528320217083,0.03708142435798942
3.0,0.86,0.03708171240770085,1.0,3.5969261035469824,23.192024967579485,0.03708171240770085
3.0,0.87,0.03708199591601642,1.0,3.596953603853593,23.461520301398618,0.03708199591601642
3.0,0.88,0.03708227473057016,1.0,3.5969806488653053,23.73101451822585,0.03708227473057016
3.0,0.89,0.03708254871207505,1.0,3.59700722507128,24.000507810570006,0.03708254871207505
3.0,0.9,0.037082817734495115,1.0,3.5970333202460263,24.270000366309908,0.037082817734495115
3.0,0.91,0.037083081685132725,1.0,3.5970589234578743,24.53949236815546,0.037083081685132725
3.0,0.92,0.03708334046463415,1.0,3.5970840250695124,24.8089839931597,0.03708334046463415
