p,d_a,mu,q,u,demand_supply_ratio,demand_served
12.0,0.74,0.3035037696000965,0.9988475469640937,26.677551626828247,2.4381904744545375,0.3031539957594119
12.0,0.75,0.30359496496002225,0.9989392473650606,26.688017470486816,2.470396701403664,0.3032729258009866
12.0,0.76,0.30368685654523725,0.9990227209530814,26.698326137428975,2.502577848267168,0.303390069743511
12.0,0.77,0.3037799900303193,0.9990987729777308,26.70854694591418,2.5347291634420976,0.3035062152944793
12.0,0.78,0.3038749072734504,0.9991681239131592,26.718746648413486,2.566845703051404,0.30362212100469865
12.0,0.79,0.3045491198210286,0.9992220675207704,26.779473702889515,2.5939986313677466,0.30431220116919905
12.0,0.8,0.3047326450342346,0.9992793154492271,26.79714654538612,2.62525204646232,0.3045130289248422
12.0,0.81,0.30493524101164105,0.9993315091139611,26.816362723232956,2.6563017029870872,0.30473139458219267
12.0,0.82,0.30516144933342476,0.9993790913256264,26.83753353093553,2.6871021939080304,0.30497197194244924
12.0,0.83,0.30542217646340203,0.9994223893532347,26.86162699990163,2.7175498832824827,0.3052457613625185
12.0,0.84,0.30558371282763425,0.999463351318124,26.876935512322945,2.748837600758537,0.3054197217309425
12.0,0.85,0.30595330018230954,0.999498820664253,26.910396718528805,2.7782017696606225,0.30579996271055454
12.0,0.86,0.3063833709063708,0.9995309808661124,26.949091069393745,2.80694085144331,0.30623967124311074
12.0,0.87,0.306891334988062,0.9995600182121993,26.994555138305337,2.834879648960577,0.30675630838983337
12.0,0.88,0.30298890863230044,0.9996238200205957,26.652993863838446,2.9043967449909047,0.3028749302708914
12.0,0.89,0.3030181855451587,0.9996501645053558,26.656271754493247,2.937117448574266,0.30291217902833234
12.0,0.9,0.30304906417485333,0.9996744175632558,26.65963491154359,2.96981613340577,0.30295039672208623
12.0,0.91,0.30308199592469537,0.9996967606106695,26.6631278782294,3.002487815957571,0.30299008952533407
12.0,0.92,0.3031175178603679,0.9997173575544677,26.666802270577584,3.0351264634721677,0.30303184398383615
12.0,0.93,0.30315629249496395,0.999736356442613,26.67072032165784,3.067724546787856,0.30307636729156634
12.0,0.94,0.3031990981784966,0.9997538912441887,26.67495408385991,3.100273073525475,0.3031244782256808
12.0,0.95,0.3032468209054881,0.9997700833930384,26.67958474943112,3.132761613669425,0.30317709942535365
12.0,0.96,0.30329995987164127,0.9997850453907333,26.68465924496033,3.165183405913667,0.30323476414727646
12.0,0.97,0.30332525836233776,0.9997990260027806,26.68725821279822,3.197887328068422,0.3032642978727071
12.0,0.98,0.3033325175006838,0.9998120527062738,26.688244613792996,3.2307779201344307,0.3032755069749204
12.0,0.99,0.30333928937981797,0.9998241286742693,26.68916278132267,3.2636721804948867,0.3032859406968485
13.0,0.01,0.04101481279857761,0.24380490892446088,0.8699663048052593,0.24381435188085995,0.009999612698911028
13.0,0.02,0.06381958381421214,0.31331954908970866,1.739645320467278,0.31338342879550635,0.019995923223761817
13.0,0.03,0.08222766315501662,0.3646412668319939,2.6085731357487365,0.3648407220748038,0.029983599261479726
13.0,0.04,0.09787119683142059,0.4082397612738869,3.4760775206142402,0.4087004276538937,0.039954914030048735
13.0,0.05,0.11205832610044449,0.4453247497602634,4.341504104543396,0.4461962063861462,0.049902346029234435
13.0,0.06,0.12504643136366442,0.4783561758426464,5.204055745760645,0.4798217697673106,0.05981673270989247
13.0,0.07,0.1372072672829889,0.5079186403537521,6.0630411921175735,0.510177058301333,0.06969012864502958
13.0,0.08,0.14861647892609903,0.5350202439148141,6.917615758017802,0.5382983137407041,0.07951282480480233
13.0,0.09,0.15955708724623768,0.5595479744873234,7.767346513584461,0.5640614375286684,0.08927984498372944
13.0,0.1,0.16847607247458826,0.5871963818471782,8.606782996086404,0.5935560969055905,0.09892854018490119
13.0,0.11,0.17781368206613896,0.6102653930746198,9.440677682471986,0.6186250614791543,0.10851353658013776
13.0,0.12,0.1866424691098115,0.6322011731262077,10.26561614959635,0.6429404870838787,0.11799558792639482
13.0,0.13,0.19467500823909822,0.654101894574993,11.078344379256897,0.6677796044592179,0.12733729171559652
13.0,0.14,0.2026855304690964,0.6738249344327577,11.881987092256264,0.6907251823846691,0.1365745642788076
13.0,0.15,0.21147797494271725,0.6893953826969242,12.683898733681644,0.7092937221506413,0.1457919394676051
13.0,0.16,0.21885683370015366,0.7071778577395478,13.465051492272956,0.7310715287931522,0.15477070680773514
13.0,0.17,0.2258943820995161,0.7241873780266835,14.232317844673755,0.7525640895536205,0.16358986028360636
13.0,0.18,0.23260777389744705,0.7404625291132324,14.984648627980722,0.7738348421637835,0.17223734055150255
13.0,0.19,0.2390138834770557,0.7560301909119999,15.72104894015259,0.7949329019552087,0.18070171195577692
13.0,0.2,0.24435414380453263,0.7727044440633516,16.426777357346015,0.8184841758197764,0.18881353284305766
13.0,0.21,0.2522756050040028,0.7822138136405705,17.1680112878437,0.8324229367983003,0.19733346307866323
13.0,0.22,0.25581526279811945,0.8002204116312069,17.809647756113517,0.8599955983612142,0.20470859489785653
13.0,0.23,0.26113579381008645,0.8130710096930618,18.472009087994458,0.8807678053023622,0.21232194354016617
13.0,0.24,0.26615728237501285,0.8254078134072604,19.112882140679297,0.9017224622163165,0.21968830046757815
13.0,0.25,0.2698219010524391,0.8392044915867739,19.69991036237694,0.9265370936342682,0.22643575129168897
13.0,0.26,0.2739789912762669,0.8509294948863297,20.282902005087653,0.9489778715836968,0.23313680465617995
13.0,0.27,0.27807169217742267,0.8617399159002684,20.847416466915927,0.9709726217932585,0.23962547663121755
13.0,0.28,0.2819892851959746,0.8718808963894119,21.3899131551522,0.9929455291374206,0.24586107074887587
13.0,0.29,0.2857146988833762,0.8814153618110656,21.909499248119673,1.0149985322189286,0.2518333246910307
13.0,0.3,0.289244432800343,0.8903787903804894,22.405728413492234,1.0371850448270554,0.2575371082010602
13.0,0.31,0.2925767985176074,0.8988010548696506,22.87824515700693,1.059550865176837,0.2629683351380107
13.0,0.32,0.29570973613956536,0.9067102245958005,23.32670459051351,1.0821422526614761,0.2681230412702702
13.0,0.33,0.2986650613472991,0.9141046920380825,23.751968651510484,1.1049166531610588,0.2730111339254079
13.0,0.34,0.30144256815225495,0.9210120348572384,24.15400427852551,1.1279097112398213,0.2776322330865001
13.0,0.35,0.304176183856503,0.927323134611482,24.540056269053462,1.1506489284023453,0.28206961228797084
13.0,0.36,0.3066009623583726,0.9333392225224554,24.89615523340141,1.1741646119793048,0.2861627038322001
13.0,0.37,0.3088662411014971,0.9389261625484822,25.230225721343654,1.1979295590236216,0.2900025944982029
13.0,0.38,0.3109437670752423,0.9441326837017313,25.540779076149487,1.2220859211114126,0.29357217328907453
13.0,0.39,0.31286079024809116,0.948957774274866,25.829576087938275,1.2465608096519198,0.2968916791717043
13.0,0.4,0.3146264499978726,0.9534184327027027,26.09744714540946,1.2713489282376123,0.29997065684378693
13.0,0.41,0.3162493645151717,0.9575327565514973,26.34526394128283,1.2964452928737211,0.30281912576187164
13.0,0.42,0.31773802481775787,0.9613193476505109,26.573950834516488,1.3218436799967381,0.30544771074156885
13.0,0.43,0.3191015954052904,0.9647966388136942,26.784528761778702,1.3475332188604627,0.3078681466871115
13.0,0.44,0.3203015721239522,0.9680070414324523,26.97471341621471,1.3737054023254254,0.3100541771978702
13.0,0.45,0.32143817661174334,0.9709213603011524,27.151933676907845,1.3999581653412099,0.3120911916885959
13.0,0.46,0.3224749843712009,0.9735823993541126,27.314169304374058,1.426467237131467,0.31395596901579376
13.0,0.47,0.3234197309325994,0.9760083448599879,27.46245099658524,1.4532199338757965,0.315660356282589
13.0,0.48,0.3242798574956312,0.9782168031210449,27.597792479885424,1.480202944786562,0.3172160055159244
13.0,0.49,0.3250624705787244,0.9802246954759402,27.721180727330758,1.5074025590454332,0.3186342612336869
13.0,0.5,0.3257747164776963,0.9820480521218449,27.833599040029704,1.5348029626302562,0.31992642574746794
13.0,0.51,0.32642198056469984,0.9837024823167108,27.935883793088212,1.5623947845598998,0.3211021125642323
13.0,0.52,0.3270107983535299,0.9852022332961449,28.028943889937207,1.5901615561876044,0.322171768849853
13.0,0.53,0.3275466870198471,0.9865608407454939,28.11359193888403,1.6180899426037718,0.3231447349297015
13.0,0.54,0.32803477107593915,0.9877909188526393,28.190589810494387,1.646166954279952,0.3240297679367171
13.0,0.55,0.3284797681499942,0.9889041718659928,28.260646139447992,1.6743801394454612,0.32483501309710333
13.0,0.56,0.3288860205241124,0.9899114086666565,28.32441807649817,1.7027175527484708,0.32556802386779504
13.0,0.57,0.32925751303584155,0.9908225722076823,28.3825125106843,1.7311677864065997,0.326235775984877
13.0,0.58,0.3288991417146961,0.9917485150022681,28.378115478153124,1.7634585392233149,0.32618523538107036
13.0,0.59,0.3291943213965958,0.9924878217181863,28.42475788194664,1.792254488160503,0.3267213549649039
13.0,0.6,0.3294682535950497,0.9931560303654425,28.46756430985482,1.8211162788918094,0.3272133828718945
13.0,0.61,0.32971997967162614,0.9937605484624372,28.506655581862397,1.850054705837085,0.32766270783749885
13.0,0.62,0.3299519233391295,0.9943076139919841,28.54241273758344,1.8790616333603087,0.3280737096273959
13.0,0.63,0.3301662948796791,0.9948028704133332,28.575182873823454,1.9081293571458828,0.3284503778600397
13.0,0.64,0.3303650984153962,0.9952514169983754,28.60528091225158,1.9372506450281062,0.32879633232473077
13.0,0.65,0.3305501555064798,0.9956578550727304,28.632992717821907,1.9664186785937179,0.3291148588255392
13.0,0.66,0.33072311845423674,0.9960263326498189,28.6585773272942,1.9956270462275725,0.32940893479648503
13.0,0.67,0.33088550793488997,0.9963605844619896,28.682271192612806,2.0248695815709143,0.3296812780760093
13.0,0.68,0.33103870368856125,0.9966639726258668,28.704288407470806,2.0541404748845893,0.32993434951115863
13.0,0.69,0.3311839545340206,0.9969395223999132,28.724822490990515,2.0834342683383844,0.3301703734596611
13.0,0.7,0.33132243391847377,0.9971899525945919,28.744051989023824,2.112745556409392,0.33039140217268764
13.0,0.71,0.3314552202939712,0.9974177078513743,28.7621396290457,2.1420691439715247,0.33059930608098503
13.0,0.72,0.3315833049337446,0.997624986135434,28.779233728892347,2.171400035185327,0.3307957899872684
13.0,0.73,0.33170761741190063,0.9978137629143616,28.79547105478996,2.200733301501233,0.330982425917126
13.0,0.74,0.33182903043678136,0.9979858140512442,28.81097786076691,2.2300640755450165,0.33116066506628633
13.0,0.75,0.3319483821788975,0.9981427357728586,28.825872370137464,2.2593874236621563,0.33133186632341916
13.0,0.76,0.3320664247902734,0.9982859651881067,28.840260869914008,2.2886987158668664,0.3314972513783219
13.0,0.77,0.3321839338330614,0.9984167932508113,28.8542475648729,2.3179928996414456,0.33165801798704486
13.0,0.78,0.3330303738368854,0.9985161568697382,28.93065018339141,2.342128710404161,0.332536209004499
13.0,0.79,0.33323728384156076,0.9986247408468135,28.95177267085939,2.3706831087232403,0.33277899621677465
13.0,0.8,0.33345775680697015,0.9987239938998772,28.973806852738154,2.3991044852589796,0.3330322626751512
13.0,0.81,0.3336948184647683,0.9988147447826307,28.997039529795124,2.427367628081766,0.3332993049401738
13.0,0.82,0.33395963510975424,0.9988975771455435,29.022457922672267,2.4553865611049397,0.3335914703755433
13.0,0.83,0.3341711527541885,0.9989748445909645,29.043086058877705,2.483757179993738,0.3338285753893989
13.0,0.84,0.3345496239171663,0.9990429313680945,29.07796101606805,2.5108382731525114,0.3342294369662994
13.0,0.85,0.33498214761092954,0.9991048923067237,29.11736031867387,2.537448655285494,0.3346823025134928
13.0,0.86,0.3308692781384893,0.9992319685614954,28.7635189313834,2.5992138189392024,0.33061516013084363
13.0,0.87,0.3309064762910346,0.9992861002477522,28.768311074844615,2.6291416528059393,0.33067024223959324
13.0,0.88,0.33094398103914374,0.9993359351604763,28.773006511641075,2.65906029545198,0.33072421277748365
13.0,0.89,0.3309822037449073,0.9993818455439467,28.777651689008557,2.6889663248660214,0.330777605620788
13.0,0.9,0.3310216011253966,0.9994241683704442,28.782295992314005,2.7188557995617475,0.3308309884174024
13.0,0.91,0.3311014290884234,0.9994628047774299,28.79034997948019,2.74840251371122,0.33092356298253095
13.0,0.92,0.33118991546675824,0.9994984261828681,28.799070537069596,2.7778623594363068,0.331023799276662
13.0,0.93,0.33128698707975546,0.9995312963145344,28.808458913372903,2.8072337165966252,0.3311317116479644
13.0,0.94,0.331395452593733,0.9995616289846677,28.818765523645162,2.836490339993809,0.331250178432703
13.0,0.95,0.3315148047412848,0.9995896480752728,28.82995272926828,2.8656337105107053,0.33137876700308366
13.0,0.96,0.3316452928755104,0.9996155498924255,28.842047887207947,2.8946589040247734,0.33151779180698787
13.0,0.97,0.3316945856317479,0.9996401640653038,28.847045010042926,2.924376948006344,0.33157523000049344
13.0,0.98,0.33171014082703426,0.9996632196881071,28.849063182264324,2.954386614640786,0.3315984273823485
13.0,0.99,0.3317278938416654,0.9996845962459137,28.851224108819295,2.984373694159496,0.3316232656186126
14.0,0.01,0.04291707187267318,0.2330008444573401,0.8599754029653518,0.23300750875241688,0.009999713987969209
14.0,0.02,0.06678859031599198,0.29940704627401843,1.7197398114132336,0.29945234515918756,0.01999697455131667
14.0,0.03,0.08609605025840335,0.3483064128919293,2.5789513529514254,0.3484480404148606,0.029987806429667734
14.0,0.04,0.10247258743951518,0.3900194951759221,3.4371023867376014,0.3903482970370993,0.039966306822530245
14.0,0.05,0.11729219244143704,0.4256595417121488,4.293682515769032,0.42628583334704534,0.04992654088103526
14.0,0.06,0.13085910728742875,0.45744861207447174,5.148073262510725,0.45850840070467164,0.05986131700593867
14.0,0.07,0.1435232763588611,0.48608025525625204,5.999689449464677,0.4877257666900956,0.06976383080772881
14.0,0.08,0.15541095310321668,0.5123600569710883,6.8478673715869895,0.5147642325239956,0.07962636478589523
14.0,0.09,0.16671134299181484,0.5365113513430259,7.692057400496437,0.5398552874978567,0.08944252791274926
14.0,0.1,0.1773247156267413,0.5594304625629566,8.531272901074486,0.5639371795779132,0.09920084768691262
14.0,0.11,0.18457416196970222,0.5894327154516582,9.356288256313356,0.5959664062733573,0.10879404949201577
14.0,0.12,0.19532720706923948,0.6063656849465368,10.185815550478074,0.6143537390439544,0.11843971570323342
14.0,0.13,0.20380734052245253,0.627654138451107,11.001164782404294,0.6378573002657797,0.12792052072563131
14.0,0.14,0.21236205013989592,0.6466442251867474,11.80975162997327,0.6592514995394583,0.13732269337178218
14.0,0.15,0.22036633598887603,0.6652578367681453,12.607637149977446,0.6806847303917233,0.14660043197648195
14.0,0.16,0.22792871166814443,0.6833008549428402,13.393973985202235,0.7019738708169155,0.1557438835488632
14.0,0.17,0.23512715697452152,0.7006601538293743,14.168003777869927,0.7230130376578375,0.1647442299752317
14.0,0.18,0.24379421165486198,0.7129820551043343,14.948597232147312,0.738327619750156,0.17382089804822454
14.0,0.19,0.24986611329647537,0.7302547006172359,15.692067723335056,0.7604072336714102,0.18246590375970995
14.0,0.2,0.256310379944152,0.7452979075882584,16.42837272843541,0.7803039426010699,0.191027589865528
14.0,0.21,0.2629714009991155,0.7586513978871842,17.1573114036204,0.798565924667627,0.1995036209723302
14.0,0.22,0.26990815214245606,0.7703495383443028,17.881431354254218,0.8150920906008248,0.20792362039830486
14.0,0.23,0.27335323139802037,0.7881958016262497,18.529204764004405,0.8414021624097971,0.21545586934888838
14.0,0.24,0.2798543847599603,0.7986916217372784,19.222492307623,0.8575888500223264,0.22351735241422094
14.0,0.25,0.28503232239078075,0.8108429125263996,19.876013706829372,0.8770935096169505,0.23111643845150437
14.0,0.26,0.28906867103582756,0.8240947456608633,20.48691767247829,0.8994402578056453,0.23821997293579406
14.0,0.27,0.2933513451166929,0.8358729430423376,21.0875828881782,0.9203980295116632,0.2452044521881186
14.0,0.28,0.29762024045067337,0.8467367471392888,21.672515508253387,0.9407962293693742,0.25200599428201614
14.0,0.29,0.30173813567760144,0.8569692506361485,22.2379061457185,0.9610982693611413,0.2585803040199826
14.0,0.3,0.30567241855252353,0.8666532044100317,22.78243036929457,0.9814428184937829,0.26491198103830893
14.0,0.31,0.30941088955623935,0.8758306121307156,23.305271476795728,1.001903974500075,0.27099152879995037
14.0,0.32,0.3129538883262717,0.8845214502228792,23.806040735350884,1.0225148558192136,0.27681442715524285
14.0,0.33,0.3163263057032236,0.892713474682225,24.28543297280362,1.0432265481885183,0.28238875549771647
14.0,0.34,0.3195169341272198,0.9004433782548433,24.742794051462386,1.0641063545778284,0.28770690757514406
14.0,0.35,0.32257903144030414,0.9076711596749453,25.18042878566477,1.0850054277776895,0.2927956835542415
14.0,0.36,0.325384204607191,0.9145620285198727,25.5922272863935,1.1063843754634548,0.29758403821387786
14.0,0.37,0.32824352187415845,0.9208103432538303,25.993502584109937,1.1272118879526587,0.30225003004779
14.0,0.38,0.330725788182397,0.9268790080407393,26.362679981623295,1.1489881151645422,0.3065427904839918
14.0,0.39,0.33305228953380284,0.9325554647091897,26.710717006924337,1.1709872961567416,0.3105897326386551
14.0,0.4,0.33522511856601567,0.9378585380078931,27.03786160575876,1.1932280066334835,0.3143937396018461
14.0,0.41,0.3372131656508554,0.9428318923968293,27.34243813160805,1.2158481392879743,0.31793532711172146
14.0,0.42,0.3390877859272767,0.9474392590573418,27.628796936272686,1.2386173062868042,0.32126508065433357
14.0,0.43,0.3408262035158815,0.9517201803364019,27.895921125121518,1.2616400839026547,0.32437117587350595
14.0,0.44,0.3424351411788967,0.9556904640713079,28.144531912932187,1.2849148556576822,0.32726199898758357
14.0,0.45,0.34392179252999167,0.9593658247910191,28.37542601725614,1.3084370044993814,0.3299468141541412
14.0,0.46,0.3452923952453769,0.9627626026670282,28.58937604097113,1.3322042603142414,0.3324346051275713
14.0,0.47,0.34655483757214206,0.9658961701793883,28.787295171654193,1.356206721258538,0.334735990368072
14.0,0.48,0.3477161318894075,0.9687822731442428,28.970065320823938,1.3804363846790575,0.33686122466074353
14.0,0.49,0.3487831235674679,0.9714364555818807,29.1385751539636,1.4048844880684583,0.33882064132515816
14.0,0.5,0.34976308626735164,0.9738737084560731,29.293756355763534,1.429539078397228,0.3406250739042272
14.0,0.51,0.350661460894106,0.9761092593579844,29.43641530357118,1.4543942145784068,0.3422838988787346
14.0,0.52,0.3514851998705201,0.9781571489376086,29.56746744592376,1.4794364035571264,0.3438077609991135
14.0,0.53,0.352240301464123,0.980031146919318,29.687756130617807,1.5046546286640132,0.3452064666350908
14.0,0.54,0.3529324543868584,0.9817444170529086,29.798094135432756,1.5300378111673802,0.34648946669107855
14.0,0.55,0.35356702441546584,0.9833094731434113,29.89925918690156,1.5555749321059755,0.34766580449885537
14.0,0.56,0.3542249082065712,0.9847201943021219,29.997868157481044,1.5809164940863736,0.3488124204358261
14.0,0.57,0.35477184986483845,0.9860222582043829,30.08391288739239,1.6066663694347776,0.3498129405510743
14.0,0.58,0.3552760235429958,0.9872096946478988,30.16294638571365,1.63253347134417,0.3507319347176006
14.0,0.59,0.3548929096470601,0.988448499818492,30.168229315769636,1.6624733376238854,0.3507933641368562
14.0,0.6,0.3552941431618244,0.9894277724911081,30.232258767705712,1.6887416005805658,0.35153789264774077
14.0,0.61,0.3556632757505436,0.9903198286719788,30.290953910332604,1.715105386443789,0.35222039430619306
14.0,0.62,0.3560034250888856,0.9911323908162938,30.34480122285374,1.7415562781318767,0.35284652584713655
14.0,0.63,0.3563174585196477,0.991872560979236,30.39424986890063,1.7680862526843073,0.35342151010349565
14.0,0.64,0.3566080104683716,0.9925468548376338,30.43971369122479,1.7946876716521856,0.3539501592002882
14.0,0.65,0.35687953822778823,0.9931610088136494,30.48174043016832,1.821342863274833,0.35443884221125954
14.0,0.66,0.3571289953821807,0.9937210710227338,30.520248269463,1.84807172907846,0.3548866077844535
14.0,0.67,0.35736214725296234,0.9942315762611872,30.55586286250799,1.874848819748483,0.35530073095939524
14.0,0.68,0.3575784155105782,0.9946972830229491,30.588675940338,1.90168077966631,0.3556822783760233
14.0,0.69,0.35778281265620426,0.9951220063654943,30.619229332123734,1.9285442888589097,0.35603755037353174
14.0,0.7,0.35797552276063666,0.99550962611097,30.647654778547558,1.9554409603252703,0.35636807882032046
14.0,0.71,0.35815801394493035,0.9958635437525308,30.674179773188737,1.982365247617126,0.3566765089905667
14.0,0.72,0.3583316465174604,0.9961868459115012,30.69901345516733,2.0093117842018917,0.35696527273450385
14.0,0.73,0.35849768689450173,0.9964823317774618,30.72234854371752,2.0362753420353963,0.3572366109734595
14.0,0.74,0.35865730870435336,0.996752539332124,30.744362155293715,2.063250858244724,0.35749258320108973
14.0,0.75,0.35881162852917425,0.9969997676022341,30.765219482064666,2.0902332599262987,0.35773511025656585
14.0,0.76,0.3589616849141574,0.9972261003109356,30.78507266388697,2.1172176082852614,0.357965961207988
14.0,0.77,0.3591084669469356,0.9974334248286822,30.80406377417993,2.1441989562272856,0.3581867880718596
14.0,0.78,0.35925291779386886,0.9976234508539253,30.82232565978205,2.1711723450706844,0.358399135578861
14.0,0.79,0.3602176459610436,0.9977664329539837,30.909524509996306,2.193118546128737,0.3594130756976315
14.0,0.8,0.3604530222205479,0.9979252566373278,30.9346450246421,2.2194293033573445,0.3597051747051407
14.0,0.81,0.36070374322015175,0.9980707908552688,30.960676842376568,2.2456101862675295,0.36000787026019265
14.0,0.82,0.3609776081518306,0.9982040351230932,30.98832023397665,2.2716090457752167,0.3603293050462401
14.0,0.83,0.361281382200108,0.9983259571949349,31.018186026340345,2.2973782787962103,0.36067658170163197
14.0,0.84,0.36154174060283584,0.9984396190205662,31.044073406287392,2.323383182808661,0.3609775977475278
14.0,0.85,0.3577436447005755,0.9986439640642003,30.724233705779948,2.3760030753626205,0.3572585314625576
14.0,0.86,0.35781843960599435,0.9987384560653774,30.733565089447946,2.4034535530001593,0.3573670359238133
14.0,0.87,0.3578945942356502,0.9988255145581684,30.742785693070875,2.430883321549031,0.35747425224501017
14.0,0.88,0.3579729028590188,0.9989057703059623,30.751983051998266,2.4582866272047754,0.35758119827904955
14.0,0.89,0.35805425400953783,0.9989797953910624,30.761251025203894,2.4856568244439634,0.3576889654093476
14.0,0.9,0.35813971577473197,0.9990481077588564,30.770697260791497,2.5129857437148786,0.35779880535804065
14.0,0.91,0.35823043532724247,0.999111178586192,30.780434790291142,2.5402643389825816,0.3579120324452459
14.0,0.92,0.35833517038109414,0.999169325725279,30.791225909306448,2.5674286981698393,0.3580375105733308
14.0,0.93,0.35844065453387225,0.9992231626464341,30.801949582217862,2.5945717603082774,0.35816220444439373
14.0,0.94,0.35855591686309524,0.9992729269311215,30.813388964054106,2.6216273551522877,0.35829522051225704
14.0,0.95,0.3586828330857613,0.9993189403304676,30.8257151859634,2.648579503588493,0.358438548673993
14.0,0.96,0.35882270791122317,0.9993615048311177,30.83904971573335,2.675415961237088,0.3585936013457366
14.0,0.97,0.3589700261260426,0.9994009697451737,30.852929330904292,2.702175472610102,0.3587549922198173
14.0,0.98,0.35898755756016654,0.9994389671442725,30.8556092221197,2.7298996284453434,0.35878615374557793
14.0,0.99,0.3590090117521388,0.9994742140797135,30.858541488691305,2.757590945052655,0.3588202498685035
15.0,0.01,0.044657247754696074,0.2239229104632702,0.8499813756934251,0.22392781693422695,0.009999780890510884
15.0,0.02,0.0696844783454624,0.2869751314875936,1.6998055485458428,0.2870079603789174,0.019997712335833445
15.0,0.03,0.089851052434863,0.3337830090231017,2.54921414487609,0.33388590547393227,0.02999075464560106
15.0,0.04,0.10693016007253821,0.3738358529035264,3.3978178453053736,0.374075938658141,0.039974327591827924
15.0,0.05,0.12235735572391548,0.4081789412998245,4.2452141531688765,0.4086391022769316,0.049943695919633845
15.0,0.06,0.13647359141708773,0.4388622653793451,5.090914306969453,0.43964549754266563,0.05989310949375827
15.0,0.07,0.14962175223822502,0.4666221870216371,5.934430486709858,0.46784641238893715,0.06981682925541008
15.0,0.08,0.16197032832910277,0.49211876154174283,6.7752341776253395,0.4939176256866649,0.07970863738382752
15.0,0.09,0.17367131215298937,0.5157012999074236,7.6128143218835875,0.5182203029635534,0.08956252143392456
15.0,0.1,0.18519367227536707,0.5366261974054586,8.44728097161805,0.5399752527792019,0.09937977613668293
15.0,0.11,0.1940596294643975,0.5621698580895413,9.273030320337293,0.566836081794028,0.10909447435690932
15.0,0.12,0.20407996663700187,0.5820318322903619,10.096388137816662,0.5880048001646563,0.11878103691549013
15.0,0.13,0.2124491055864983,0.6041298136500253,10.909481278287291,0.6119112605398601,0.12834683856808576
15.0,0.14,0.22150493955358597,0.6224248356754672,11.71896492625033,0.6320400812828444,0.13787017560294504
15.0,0.15,0.22996375402766564,0.6404963544677308,12.519730419726873,0.6522767061019292,0.14729094611443377
15.0,0.16,0.23794318195598035,0.6581397631954903,13.310988901251681,0.672429437501597,0.15659986942649037
15.0,0.17,0.24552688882946808,0.6752343842433921,14.09199679548674,0.692388523352627,0.16578819759396166
15.0,0.18,0.25277221464402283,0.6917194886485919,14.862034699941525,0.7121035840647779,0.17484746705813559
15.0,0.19,0.2597118713927529,0.7075865621623151,15.620333569680845,0.7315799581324098,0.18376863023153936
15.0,0.2,0.2663592119811741,0.7228635326159923,16.366015677989495,0.7508657144327928,0.19254136091752347
15.0,0.21,0.2740304094585182,0.7347918039177324,17.11520040601885,0.7663383068140439,0.20135529889433942
15.0,0.22,0.2808507096613905,0.747544255124087,17.845608437166106,0.783334321160322,0.20994833455489537
15.0,0.23,0.2871032738363458,0.7604731241680375,18.558417507121785,0.8011054591147027,0.2183343236131975
15.0,0.24,0.2898597824042176,0.7792165447950954,19.198400740206175,0.8279865458027331,0.22586353812007265
15.0,0.25,0.2980252437660856,0.786510473129328,19.923997915710522,0.8388551145560686,0.23439997547894728
15.0,0.26,0.30329111708133843,0.7984834726069096,20.58470027212455,0.8572621661394443,0.2421729443779359
15.0,0.27,0.30768003662823085,0.8111116541511346,21.21284339399851,0.8775349969365756,0.24956286345880602
15.0,0.28,0.31208718755909726,0.82278995481562,21.826487250774104,0.8971851814550345,0.25678220295028353
15.0,0.29,0.3165104825039087,0.8335867739415588,22.42631092247515,0.9162413759753397,0.2638389520291194
15.0,0.3,0.3207770599331172,0.8438300423755357,23.007912206499277,0.9352289719924196,0.27068132007646206
15.0,0.31,0.3248729273859145,0.8535663600788812,23.570551179942086,0.954219246566375,0.2773006021169657
15.0,0.32,0.32878612690473513,0.8628340842813911,24.113469522243154,0.9732770753211224,0.28368787673227236
15.0,0.33,0.3325430607346642,0.8716157772914012,24.637231161034013,0.9923526874112303,0.289849778365106
15.0,0.34,0.3360761212847692,0.8800191318032543,25.13904040019036,1.0116755653458223,0.2957534164728278
15.0,0.35,0.3394318213921685,0.8879957046023402,25.62018994913552,1.0311349082254175,0.30141399940159436
15.0,0.36,0.3426130696459793,0.8955580193375512,26.080539974361496,1.0507480067003472,0.30682988205131173
15.0,0.37,0.34562343935417766,0.9027178505694563,26.520038103819218,1.070529246197456,0.3120004482802261
15.0,0.38,0.348457618261778,0.9094962883874468,26.93827738990043,1.090519994642579,0.3169209104694169
15.0,0.39,0.35148149666355766,0.9155526721962237,27.352984997317105,1.1095889931677192,0.3217998234978483
15.0,0.4,0.3539956089201785,0.9216011045581829,27.730633256114558,1.129957519021641,0.32624274418958304
15.0,0.41,0.35636874643974714,0.9272817358956251,28.08860953449571,1.1504937065779435,0.3304542298175966
15.0,0.42,0.35859913672869215,0.9326142189086825,28.42694557313235,1.1712242361524767,0.33443465380155707
15.0,0.43,0.3606914037858028,0.9376122853049087,28.746038768442578,1.1921548323213054,0.33818869139344215
15.0,0.44,0.3626457916924519,0.9422930068526748,29.046080445489686,1.2133051315625074,0.3417185934763493
15.0,0.45,0.3644694960651526,0.9466681711918403,29.32769206009282,1.234671227244647,0.3450316712952097
15.0,0.46,0.3661681573814518,0.9507511106438058,29.59145649658895,1.256253419984851,0.3481347823128112
